Time,AccelX,AccelY,AccelZ
12.25,0.186,-2.728,1.583
12.275,0.099,-2.706,1.012
12.3,0.185,-2.653,1.822
12.325,0.105,-2.627,1.262
12.35,0.05,-2.38,1.57
12.375,0.046,-2.659,1.717
12.4,0.023,-2.483,1.462
12.425,0.061,-2.442,1.71
12.45,0.011,-2.599,1.331
12.475,0.024,-2.454,1.641
12.5,-0.105,-2.486,1.629
12.525,0.002,-2.372,1.35
12.55,0.038,-2.28,1.598
12.575,-0.039,-2.536,1.436
12.6,-0.023,-2.082,1.329
12.625,0.016,-2.341,1.748
12.65,-0.034,-2.19,2.097
12.675,0.076,-2.018,2.128
12.7,0.062,-1.959,2.246
12.725,-0.033,-1.844,2.53
12.75,0.085,-1.635,2.001
12.775,0.057,-1.557,2.364
12.8,0.106,-1.384,1.912
12.825,0.126,-1.485,1.876
12.85,0.079,-1.829,1.467
12.875,0.071,-1.518,1.566
12.9,0.069,-1.397,1.599
12.925,0.079,-1.147,1.701
12.95,0.048,-1.145,1.673
12.975,0.063,-1.078,1.653
13,0.057,-1.163,1.49
13.025,0.09,-1.157,1.486
13.05,0.127,-0.828,1.696
13.075,0.088,-0.854,1.597
13.1,0.117,-0.942,1.471
13.125,0.114,-0.831,1.609
13.15,0.139,-0.666,1.529
13.175,0.155,-0.584,1.628
13.2,0.151,-0.522,1.624
13.225,0.13,-0.453,1.671
13.25,0.168,-0.438,1.589
13.275,0.165,-0.403,1.59
13.3,0.174,-0.366,1.605
13.325,0.207,-0.476,1.459
13.35,0.219,-0.356,1.427
13.375,0.17,-0.343,1.495
13.4,0.214,-0.309,1.515
13.425,0.195,-0.361,1.358
13.45,0.2,-0.364,1.465
13.475,0.196,-0.367,1.371
13.5,0.207,-0.307,1.367
13.525,0.234,-0.332,1.398
13.55,0.215,-0.446,1.392
13.575,0.217,-0.364,1.344
13.6,0.257,-0.378,1.371
13.625,0.224,-0.398,1.446
13.65,0.227,-0.351,1.388
13.675,0.239,-0.406,1.442
13.7,0.204,-0.447,1.409
13.725,0.215,-0.253,1.546
13.75,0.209,-0.346,1.505
13.775,0.22,-0.373,1.532
13.8,0.195,-0.366,1.479
13.825,0.209,-0.404,1.548
13.85,0.162,-0.339,1.488
13.875,0.172,-0.325,1.577
13.9,0.156,-0.288,1.554
13.925,0.173,-0.261,1.652
13.95,0.156,-0.183,1.664
13.975,0.137,-0.206,1.701
14,0.105,-0.126,1.679
14.025,0.117,0.029,1.708
14.05,0.129,-0.051,1.754
14.075,0.128,0.028,1.817
14.1,0.104,0.215,1.781
14.125,0.126,0.223,1.836
14.15,0.145,0.301,1.679
14.175,0.103,0.423,1.793
14.2,0.053,0.429,1.78
14.225,0.087,0.604,1.669
14.25,0.083,0.575,1.56
14.275,0.084,0.548,1.631
14.3,0.048,0.674,1.524
14.325,0.048,0.727,1.557
14.35,0.091,0.748,1.579
14.375,0.057,0.833,1.545
14.4,0.054,0.913,1.464
14.425,0.052,0.962,1.448
14.45,0.079,1.074,1.385
14.475,0.087,1.186,1.165
14.5,0.106,1.188,1.034
14.525,0.074,1.151,0.944
14.55,0.117,1.143,1.023
14.575,0.14,1.097,1.082
14.6,0.082,1.136,0.877
14.625,0.142,1.175,0.888
14.65,0.175,1.111,0.984
14.675,0.137,1.117,0.727
14.7,0.192,1.091,0.626
14.725,0.162,1.07,0.661
14.75,0.226,1.034,0.552
14.775,0.258,1.003,0.504
14.8,0.249,0.982,0.441
14.825,0.267,0.871,0.432
14.85,0.289,0.863,0.327
14.875,0.315,0.835,0.319
14.9,0.315,0.772,0.317
14.925,0.358,0.714,0.183
14.95,0.345,0.686,0.23
14.975,0.38,0.621,0.179
15,0.393,0.604,0.179
15.025,0.426,0.547,0.111
15.05,0.443,0.499,0.142
15.075,0.459,0.427,0.138
15.1,0.499,0.415,0.064
15.125,0.518,0.405,0.094
15.15,0.541,0.433,0.098
15.175,0.519,0.46,0.124
15.2,0.541,0.439,0.13
15.225,0.559,0.433,0.139
15.25,0.588,0.454,0.078
15.275,0.568,0.509,0.118
15.3,0.598,0.46,0.008
15.325,0.602,0.51,0.026
15.35,0.594,0.521,0.027
15.375,0.595,0.505,-0.027
15.4,0.572,0.586,-0.054
15.425,0.573,0.671,-0.049
15.45,0.549,0.656,-0.203
15.475,0.576,0.714,-0.263
15.5,0.54,0.794,-0.238
15.525,0.511,0.794,-0.303
15.55,0.55,0.885,-0.548
15.575,0.529,0.962,-0.542
15.6,0.492,1.057,-0.602
15.625,0.496,0.96,-0.726
15.65,0.449,1.075,-0.931
15.675,0.391,1.122,-1.142
15.7,0.447,1.337,-1.003
15.725,0.437,1.362,-1.26
15.75,0.325,1.335,-1.189
15.775,0.337,1.249,-1.691
15.8,0.339,1.888,-1.155
15.825,0.297,1.503,-1.684
15.851,0.205,1.549,-1.571
15.875,0.253,1.902,-1.518
15.9,0.121,1.508,-1.706
15.925,0.278,1.868,-1.962
15.95,0.264,1.898,-2
15.975,0.113,1.784,-1.874
16,0.215,1.951,-2.099
16.025,0.209,1.514,-1.941
16.05,0.201,2.082,-1.718
16.075,0.119,1.69,-2.007
16.1,0.21,1.734,-1.852
16.125,0.258,2.011,-1.854
16.15,0.256,1.926,-1.654
16.175,0.215,1.508,-1.807
16.2,0.366,1.929,-1.51
16.225,0.248,1.468,-1.754
16.25,0.353,1.743,-1.264
16.275,0.338,1.34,-1.408
16.3,0.331,1.407,-0.935
16.325,0.34,1.25,-0.897
16.35,0.442,1.009,-0.748
16.375,0.396,1.102,-0.649
16.4,0.406,0.904,-0.672
16.425,0.427,0.952,-0.274
16.45,0.452,0.973,-0.493
16.475,0.498,0.917,-0.196
16.5,0.498,0.774,-0.338
16.525,0.58,0.978,-0.039
16.55,0.457,0.798,-0.068
16.575,0.462,0.886,0.201
16.6,0.526,0.816,0.102
16.625,0.533,0.77,0.306
16.65,0.503,0.712,0.345
16.675,0.517,0.697,0.417
16.7,0.465,0.596,0.426
16.725,0.469,0.496,0.513
16.75,0.459,0.466,0.499
16.775,0.5,0.399,0.573
16.8,0.479,0.319,0.581
16.825,0.463,0.278,0.621
16.85,0.469,0.225,0.614
16.875,0.434,0.125,0.649
16.9,0.482,0.092,0.699
16.925,0.499,-0.032,0.667
16.95,0.457,-0.089,0.729
16.975,0.469,-0.16,0.737
17,0.504,-0.225,0.731
17.025,0.454,-0.293,0.738
17.05,0.493,-0.339,0.711
17.075,0.501,-0.459,0.722
17.1,0.498,-0.55,0.714
17.125,0.489,-0.593,0.708
17.15,0.522,-0.656,0.707
17.175,0.563,-0.766,0.662
17.2,0.574,-0.805,0.612
17.225,0.561,-0.901,0.596
17.25,0.551,-1.024,0.545
17.275,0.567,-1.023,0.522
17.3,0.569,-1.192,0.463
17.325,0.6,-1.263,0.405
17.35,0.574,-1.34,0.336
17.375,0.593,-1.435,0.271
17.4,0.56,-1.577,0.168
17.425,0.542,-1.684,0.084
17.45,0.636,-1.708,0.167
17.475,0.573,-1.899,0.011
17.5,0.684,-1.953,0.074
17.525,0.564,-2.088,0.036
17.55,0.563,-2.155,0.205
17.575,0.551,-2.293,0.173
17.6,0.563,-2.366,0.096
17.625,0.56,-2.51,0.284
17.65,0.563,-2.583,0.359
17.675,0.462,-2.702,0.5
17.7,0.621,-2.783,0.787
17.725,0.552,-2.863,1.1
17.75,0.649,-2.936,1.164
17.775,0.527,-3.07,1.835
17.8,0.606,-2.898,1.907
17.825,0.505,-3.336,2.508
17.85,0.652,-2.881,2.349
17.875,0.519,-3.093,2.647
17.9,0.589,-3.055,3.078
17.925,0.803,-2.808,2.71
17.95,0.634,-3.032,3.419
17.975,0.744,-2.634,3.017
18,0.664,-2.409,3.735
18.025,0.614,-2.49,3.49
18.05,0.723,-2.501,3.869
18.075,0.808,-2.284,3.611
18.1,0.79,-2.356,4.076
18.125,0.936,-2.191,3.53
18.15,1.005,-2.185,4.186
18.175,0.766,-2.82,3.467
18.2,0.832,-2.394,3.655
18.225,0.825,-2.921,3.224
18.25,0.852,-3.079,2.792
18.275,0.893,-2.555,2.923
18.3,0.926,-3.172,2.365
18.325,0.911,-2.926,2.748
18.35,0.907,-3.189,2.389
18.375,0.954,-3.394,2.217
18.4,0.999,-3.117,1.735
18.425,1.087,-3.615,1.501
18.45,0.97,-3.541,1.036
18.475,0.988,-3.764,0.994
18.5,0.985,-3.667,1.23
18.525,0.81,-3.997,0.498
18.55,0.859,-3.858,1.073
18.575,0.894,-4.342,0.801
18.6,0.867,-4.304,0.978
18.625,0.876,-4.621,0.811
18.65,1.093,-4.737,0.987
18.675,0.861,-4.907,1.49
18.7,0.883,-4.996,1.736
18.725,0.752,-4.818,2.083
18.75,0.619,-5.111,2.007
18.775,0.776,-5.141,3.133
18.8,0.127,-5.209,4.12
18.825,0.59,-4.912,3.469
18.85,0.6,-4.387,5.065
18.875,0.498,-4.676,5.597
18.9,0.677,-3.529,6.267
18.925,0.701,-3.589,7.114
18.95,0.939,-2.216,7.119
18.975,0.741,-3.658,7.555
19,0.901,-1.959,7.279
19.025,0.93,-1.753,7.389
19.05,1.167,-1.317,6.473
19.075,0.997,-1.25,6.822
19.1,0.993,-1.6,6.464
19.125,0.916,-0.799,6.464
19.15,0.965,-1.158,6.09
19.175,1.135,-0.566,6.042
19.2,0.999,-0.234,5.504
19.225,0.971,-0.52,5.682
19.25,1.012,0.024,5.131
19.275,0.952,0.102,5.164
19.3,0.882,0.159,4.868
19.325,0.996,0.407,5.035
19.35,0.942,0.541,4.753
19.375,0.937,0.649,4.992
19.4,0.869,0.631,4.88
19.425,0.978,0.917,5.003
19.45,0.952,1.151,5.152
19.475,0.965,1.353,5.467
19.5,1.026,1.699,5.51
19.525,1.122,2.172,5.862
19.55,1.178,2.268,6.313
19.575,1.319,3.248,6.361
19.6,1.543,3.382,6.819
19.625,1.673,4.246,6.741
19.65,2.313,5.019,6.775
19.675,1.723,6.678,5.865
19.7,1.891,8.329,4.766
19.725,1.883,9.104,3.737
19.75,1.877,9.633,2.877
19.775,1.38,11.327,1.44
19.8,1.453,9.986,-0.182
19.825,2.106,9.509,-1.277
19.85,1.475,9.727,-3.148
19.875,1.411,9.938,-0.857
19.9,0.958,8.823,-3.985
19.925,1.744,6.13,-8.766
19.95,0.189,6.862,-7.708
19.975,0.93,8.534,-9.794
20,1.601,4.358,-12.789
20.025,1.038,3.584,-10.095
20.05,1.128,2.846,-11.198
20.075,0.823,2.777,-8.158
20.1,1.786,4.246,-10.033
20.125,1.249,-1.301,-7.834
20.15,1.565,-3.699,-5.863
20.175,1.607,-3.49,-6.688
20.2,1.669,-5.086,-4.605
20.225,1.769,-4.706,-4.066
20.25,1.711,-5.508,-3.105
20.275,2.009,-4.979,-2.974
20.3,2.035,-4.987,-2.349
20.325,2.049,-4.88,-2.435
20.35,2.202,-4.322,-2.638
20.375,2.352,-4.006,-2.97
20.4,2.32,-3.373,-3.645
20.425,2.438,-2.589,-4.136
20.45,2.312,-2.14,-4.709
20.475,2.466,-1.759,-5.481
20.5,2.485,-1.3,-6.576
20.525,2.227,-0.63,-7.046
20.551,2.006,-0.791,-8.278
20.575,1.919,0.306,-9.329
20.6,1.333,-0.513,-10.512
20.625,0.962,-5.848,-11.529
20.65,1.446,-3.896,-13.615
20.675,1.978,-2.281,-15.688
20.7,1.579,-4.174,-14.303
20.725,1.984,-7.419,-15.618
20.75,1.028,-3.238,-16.972
20.775,0.424,-10.528,-13.826
20.8,1.664,-5.962,-18.374
20.825,1.727,-7.276,-16.981
20.85,2.248,-6.593,-15.226
20.875,2.315,-3.749,-14.519
20.9,2.575,-3.755,-13.199
20.925,3.992,-1.803,-15.633
20.95,2.613,-4.56,-14.493
20.975,2.882,-4.321,-12.828
21,2.5,-7.364,-11.951
21.025,3.064,-2.448,-14.801
21.05,3.336,-6.451,-12.614
21.075,2.142,-5.507,-10.73
21.1,3.731,-1.252,-16.795
21.125,2.522,-6.176,-15.803
21.15,3.908,-4.04,-16.471
21.175,2.723,1.664,-18.67
21.2,2.426,-7.205,-16.684
21.225,4.147,-0.515,-20.813
21.25,3.196,-3,-18.42
21.275,3.578,-6.15,-17.749
21.3,4.186,1.306,-19.932
21.325,5.245,-7.15,-19.777
21.35,5.697,-6.592,-21.385
21.375,4.845,2.183,-19.876
21.4,4.504,-0.259,-19.794
21.425,3.568,1.68,-19.925
21.45,4.64,9.338,-22.301
21.475,3.295,8.551,-22.629
21.5,2.812,11.365,-17.85
21.525,2.121,5.311,-19.882
21.55,3.349,5.892,-15.758
21.575,1.276,7.202,-15.038
21.601,2.849,11.881,-16.084
21.625,1.663,4.948,-10.891
21.65,4.61,8.531,-13.126
21.675,4.398,5.757,-12.772
21.7,4.579,5.729,-10.118
21.725,4.633,0.487,-11.522
21.75,3.671,11.888,-12.013
21.775,3.053,8.927,-11.272
21.8,3.135,11.564,-8.945
21.825,4.354,9.977,-11.284
21.85,2.7,8.171,-6.605
21.875,4.109,12.031,-2.836
21.9,2.283,12.013,-6.788
21.925,3.873,13.772,-3.78
21.95,1.491,13.259,-1.082
21.975,4.67,16.191,-1.248
22,1.434,17.934,-2.342
22.025,2.74,16.516,-2.717
22.05,2.97,14.607,-3.446
22.075,0.154,12.473,2.392
22.1,0.644,10.294,2.957
22.125,1.923,9.752,1.549
22.15,2.645,10.959,1.221
22.175,1.889,11.052,4.738
22.2,2.674,7.456,4.246
22.225,2.461,7.894,3.079
22.25,2.368,7.663,4.192
22.275,2.469,6.924,5.101
22.3,2.166,4.312,6.328
22.325,2.436,4.294,6.232
22.35,1.935,4.231,6.744
22.375,1.636,2.901,7.599
22.4,1.603,1.807,8.24
22.425,1.575,3.705,8.61
22.45,1.496,2.61,9.766
22.475,1.334,2.76,9.63
22.5,0.922,3.547,11.074
22.525,1.214,1.516,11.469
22.55,1.164,3.714,12.368
22.575,1.603,4.114,12.001
22.6,0.732,6.041,11.529
22.625,0.496,6.966,11.294
22.651,0.387,5.567,12.451
22.675,1.285,10.516,11.536
22.7,1.299,6.739,11.162
22.725,1.705,8.758,10.72
22.75,0.162,10.28,8.559
22.775,0.799,12.136,8.04
22.8,1.879,10.35,5.672
22.825,1.408,8.931,4.455
22.85,0.991,8.635,4.894
22.875,1.569,10.438,4.442
22.9,1.033,7.742,4.357
22.925,1.408,6.641,3.796
22.95,1.552,6.458,3.169
22.975,1.336,5.863,3.524
23,1.371,5.169,3.01
23.025,1.478,5.039,2.929
23.05,2.615,3.694,3.915
23.075,1.574,2.69,3.33
23.1,1.633,2.556,4.129
23.125,1.889,2.366,4.288
23.15,1.926,1.835,5
23.175,1.87,1.242,5.472
23.2,1.92,0.86,6.108
23.225,2.056,0.714,7.279
23.25,1.751,0.867,8.199
23.275,1.755,0.805,9.026
23.3,1.806,0.976,10.253
23.325,1.689,3.58,10.809
23.35,1.735,2.724,11.572
23.375,1.458,7.535,11.062
23.4,1.641,9.15,10.414
23.425,1.362,10.469,10.655
23.45,2.735,12.402,9.543
23.475,2.306,11.295,9.469
23.5,0.597,18.685,7.686
23.525,3.371,19.869,-1.773
23.55,1.98,16.211,0.275
23.575,1.742,12.683,3.916
23.6,1.062,11.94,-3.71
23.626,1.171,12.308,-5.67
23.65,1.763,10.432,-3.29
23.675,0.389,9.185,-2.82
23.7,1.277,7.099,-6.051
23.725,0.745,4.17,-6.633
23.75,1.367,4.738,-6.474
23.775,1.514,3.596,-6.83
23.8,1.182,3.223,-5.918
23.825,1.255,2.422,-6.092
23.85,1.37,2.744,-4.885
23.875,1.61,2.286,-5.064
23.9,1.711,1.78,-4.014
23.925,1.612,2.21,-3.792
23.95,1.739,1.556,-3.664
23.975,1.947,1.69,-3.051
24,1.789,1.747,-2.677
24.025,1.877,1.881,-2.289
24.05,1.831,1.83,-1.961
24.075,1.817,2.241,-1.647
24.1,1.782,2.655,-1.145
24.125,1.942,3.142,-0.923
24.15,1.86,3.675,-0.657
24.175,2.035,4.213,-0.411
24.2,2.161,4.891,-0.039
24.225,2.038,5.54,0.076
24.25,2.154,6.338,0.279
24.275,2.036,7.121,-0.244
24.3,2.158,7.857,0.36
24.325,1.723,8.543,0.038
24.35,2.051,9.045,-0.796
24.375,2.331,9.538,-1.804
24.4,1.981,9.268,-2.663
24.425,2.196,9.237,-4.325
24.45,1.849,9.994,-4.25
24.475,1.365,10.422,-7.579
24.5,1.458,11.192,-6.561
24.525,1.401,12.26,-6.114
24.55,0.886,16.28,-5.294
24.575,0.952,16.787,-7.385
24.6,0.853,13.056,-8.744
24.625,0.431,10.912,-8.503
24.65,1.149,14.375,-8.316
24.675,0.441,13.07,-8.01
24.7,1.478,13.967,-8.382
24.725,1.055,8.713,-10.107
24.75,0.931,13.624,-6.767
24.775,0.425,9.839,-5.213
24.8,1.879,7.866,-8.198
24.825,0.789,8.044,-5.821
24.85,1.738,8.942,-3.909
24.875,1.28,9.001,-2.117
24.9,1.406,9.037,-0.147
24.925,2.146,9.183,0.136
24.95,1.994,9.508,0.103
24.975,1.605,9.382,1.418
25,1.724,9.097,1.384
25.025,1.647,9.101,1.393
25.05,1.841,8.462,1.416
25.075,1.93,8.73,1.445
25.1,1.356,8.761,1.933
25.125,1.58,7.827,2.195
25.15,1.84,8.061,2.031
25.175,2.028,7.902,2.638
25.2,1.993,7.259,2.391
25.226,1.97,8.127,2.357
25.25,2.025,7.942,3.293
25.275,2.173,7.898,3.53
25.3,2.009,7.871,4.639
25.325,2.493,6.763,4.844
25.35,1.877,8.028,5.803
25.375,2.326,7.751,7.157
25.4,2.119,7.496,7.609
25.425,2.118,8.295,7.871
25.451,2.045,8.103,9.743
25.475,1.773,8.216,9.209
25.5,2.053,8.823,9.592
25.525,2.076,9.612,10.752
25.55,2.295,12.144,9.842
25.575,1.223,10.536,9.825
25.601,2.196,11.783,8.654
25.625,1.283,12.287,9.396
25.65,1.441,12.89,8.95
25.675,1.074,12.411,8.365
25.7,1.803,9.101,9.595
25.725,1.11,13.483,7.373
25.751,1.448,11.992,7.858
25.775,2.24,8.213,7.857
25.8,1.196,8.617,6.315
25.826,2.08,9.186,6.149
25.85,1.379,8.045,7.491
25.875,1.887,7.02,5.89
25.901,1.581,7.943,5.193
25.925,1.656,7.289,6.618
25.95,1.837,6.493,6.031
25.975,1.806,5.339,6.424
26,1.717,4.677,6.263
26.025,1.784,3.576,6.251
26.051,2.035,4.157,6.458
26.075,1.943,3.168,6.422
26.1,2.002,3.075,6.393
26.125,2.21,2.112,6.361
26.15,2.052,1.629,6.38
26.175,2.178,1.416,6.587
26.201,2.178,0.696,6.299
26.225,2.117,0.256,6.459
26.25,2.15,-0.211,6.844
26.275,1.891,0.43,6.912
26.3,1.82,-0.313,7.436
26.325,1.71,-0.075,7.567
26.351,1.69,0.455,8.247
26.375,1.549,1.326,8.38
26.4,1.567,1.482,8.924
26.425,1.799,2.415,9.444
26.45,1.779,3.616,9.537
26.475,1.856,6.281,9.072
26.501,1.727,7.125,9.407
26.525,1.959,7.426,8.41
26.55,2.106,9.447,6.509
26.575,2.699,10.865,5.765
26.6,2.725,11.974,5.391
26.625,2.283,13.401,3.402
26.651,2.404,14.297,4.878
26.675,1.928,15.359,3.11
26.7,2.511,14.342,-0.573
26.725,2.237,12.564,-3.132
26.75,2.028,10.944,-6.111
26.775,1.753,10.607,-10.811
26.801,1.947,8.126,-13.099
26.825,1.906,10.104,-13.071
26.85,1.833,7.383,-15.544
26.875,1.068,9.519,-15.082
26.9,1.787,8.619,-16.889
26.925,1.714,3.626,-16.577
26.951,1.379,2.412,-16.261
26.975,1.487,-3.506,-13.831
27,1.653,-2.84,-13.805
27.025,1.628,-7.652,-11.034
27.05,2.024,-9.486,-10.329
27.075,1.561,-10.458,-8.802
27.101,2.175,-10.785,-8.395
27.125,1.712,-11.299,-7.218
27.15,2.346,-9.358,-7.709
27.175,1.898,-8.985,-7.274
27.2,2.525,-8.876,-7.053
27.225,2.304,-8.811,-6.59
27.251,2.067,-5.491,-8.393
27.275,2.022,-3.858,-8.573
27.3,2.294,-2.739,-9.474
27.325,2.095,-0.205,-10.484
27.35,2.09,1.095,-10.875
27.375,1.874,1.204,-11.164
27.401,2.038,5.58,-12.205
27.425,1.973,5.875,-12.559
27.45,2.156,6.028,-12.852
