,Time,AccelX,AccelY,AccelZ,AccelX_G,,,,,,,,,,,,,,,,,
64051,4.775,-36.914,7.737,9.403,-3.766734694,,,,,,,,,,,,,,,,,
64052,4.8,-34.937,8.47,9.685,-3.565,,,,,,,,,,,,,,,,,
64053,4.825,-34.409,8.185,9.408,-3.511122449,,,,,,,,,,,,,,,,,
64054,4.85,-33.141,11.003,6.881,-3.381734694,,,,,,,,,,,,,,,,,
64055,4.875,-33.227,8.607,8.633,-3.390510204,,,,,,,,,,,,,,,,,
64056,4.9,-33.054,8.209,10.521,-3.372857143,,,,,,,,,,,,,,,,,
64057,4.925,-31.497,7.024,10.118,-3.213979592,,,,,,,,,,,,,,,,,
64058,4.95,-30.541,6.322,9.37,-3.116428571,,,,,,,,,,,,,,,,,
64059,4.975,-30.569,7.82,11.458,-3.119285714,,,,,,,,,,,,,,,,,
64060,5,-28.42,6.444,11.007,-2.9,,,,,,,,,,,,,,,,,
64061,5.025,-28.035,8.303,9.319,-2.860714286,,,,,,,,,,,,,,,,,
64062,5.05,-27.273,7.474,9.789,-2.782959184,,,,,,,,,,,,,,,,,
64063,5.075,-25.975,7.908,9.803,-2.650510204,,,,,,,,,,,,,,,,,
64064,5.1,-28.118,7.543,8.585,-2.869183673,,,,,,,,,,,,,,,,,
64065,5.125,-28.75,7.289,8.553,-2.933673469,,,,,,,,,,,,,,,,,
64066,5.15,-26.84,8.526,9.244,-2.73877551,,,,,,,,,,,,,,,,,
64067,5.175,-23.044,9.65,9.79,-2.351428571,,,,,,,,,,,,,,,,,
64068,5.2,-21.208,10.094,10.756,-2.164081633,,,,,,,,,,,,,,,,,
64069,5.225,-20.592,8.126,12.197,-2.10122449,,,,,,,,,,,,,,,,,
64070,5.25,-19.566,8.385,8.736,-1.996530612,,,,,,,,,,,,,,,,,
64071,5.275,-19.21,7.926,8.594,-1.960204082,,,,,,,,,,,,,,,,,
64072,5.3,-19.539,8.33,12.043,-1.99377551,,,,,,,,,,,,,,,,,
64073,5.325,-19.112,8.687,11.44,-1.950204082,,,,,,,,,,,,,,,,,
64074,5.35,-18.341,9.572,11.319,-1.871530612,,,,,,,,,,,,,,,,,
64075,5.375,-16.498,11.169,8.975,-1.683469388,,,,,,,,,,,,,,,,,
64076,5.4,-16.054,9.883,7.278,-1.638163265,,,,,,,,,,,,,,,,,
64077,5.425,-17.152,6.959,10.496,-1.750204082,,,,,,,,,,,,,,,,,
64078,5.45,-15.843,6.403,9.837,-1.616632653,,,,,,,,,,,,,,,,,
64079,5.475,-15.287,8.72,11.033,-1.559897959,,,,,,,,,,,,,,,,,
64080,5.5,-13.346,9.164,9.832,-1.361836735,,,,,,,,,,,,,,,,,
64081,5.525,-13.388,10.872,9.984,-1.366122449,,,,,,,,,,,,,,,,,
64082,5.55,-13.334,9.562,9.932,-1.360612245,,,,,,,,,,,,,,,,,
64083,5.575,-12.405,11.067,11.429,-1.265816327,,,,,,,,,,,,,,,,,
64084,5.6,-12.411,9.043,11.766,-1.266428571,,,,,,,,,,,,,,,,,
64085,5.625,-10.378,7.693,10.569,-1.058979592,,,,,,,,,,,,,,,,,
64086,5.65,-11.694,8.753,11.201,-1.193265306,,,,,,,,,,,,,,,,,
64087,5.675,-9.861,8.683,12.041,-1.00622449,,,,,,,,,,,,,,,,,
64088,5.7,-9.526,9.57,11.031,-0.972040816,,,,,,,,,,,,,,,,,
64089,5.725,-8.29,9.057,10.394,-0.845918367,,,,,,,,,,,,,,,,,
64090,5.75,-8.261,10.545,10.881,-0.842959184,,,,,,,,,,,,,,,,,
64091,5.775,-8.291,9.437,11.691,-0.846020408,,,,,,,,,,,,,,,,,
64092,5.8,-6.974,10.661,12.663,-0.711632653,,,,,,,,,,,,,,,,,
64093,5.825,-7.448,12.496,13.284,-0.76,,,,,,,,,,,,,,,,,
64094,5.85,-6.503,13.158,12.877,-0.663571429,,,,,,,,,,,,,,,,,
64095,5.875,-5.257,12.159,14.689,-0.536428571,,,,,,,,,,,,,,,,,
64096,5.9,-4.182,13.628,16.048,-0.426734694,,,,,,,,,,,,,,,,,
64097,5.925,-3.62,14.024,16.175,-0.369387755,,,,,,,,,,,,,,,,,
64098,5.95,-3.317,14.365,15.939,-0.338469388,,,,,,,,,,,,,,,,,
64099,5.975,-3.311,14.946,16.688,-0.337857143,,,,,,,,,,,,,,,,,
64100,6,-2.692,15.332,16.316,-0.274693878,,,,,,,,,,,,,,,,,
64101,6.025,-2.09,14.905,17.42,-0.213265306,,,,,,,,,,,,,,,,,
64102,6.05,-2.093,16.173,16.631,-0.213571429,,,,,,,,,,,,,,,,,
64103,6.075,-1.566,16.816,15.353,-0.159795918,,,,,,,,,,,,,,,,,
64104,6.1,-1.228,14.357,16.303,-0.125306122,,,,,,,,,,,,,,,,,
64105,6.125,-0.291,13.271,17.444,-0.029693878,,,,,,,,,,,,,,,,,
64106,6.15,0.564,14.231,17.784,0.05755102,,,,,,,,,,,,,,,,,
64107,6.175,1.097,14.491,16.725,0.111938776,,,,,,,,,,,,,,,,,
64108,6.2,1.551,14.867,15.028,0.158265306,,,,,,,,,,,,,,,,,
64109,6.225,1.024,15.207,15.976,0.104489796,,,,,,,,,,,,,,,,,
64110,6.25,1.176,14.225,15.461,0.12,,,,,,,,,,,,,,,,,
64111,6.275,1.091,12.546,16.922,0.111326531,,,,,,,,,,,,,,,,,
64112,6.3,2.122,11.853,16.907,0.216530612,,,,,,,,,,,,,,,,,
64113,6.325,1.936,13.36,15.97,0.19755102,,,,,,,,,,,,,,,,,
64114,6.35,2.237,14.198,15.585,0.228265306,,,,,,,,,,,,,,,,,
64115,6.375,2.892,13.476,16.925,0.295102041,,,,,,,,,,,,,,,,,
64116,6.4,3.63,14.784,17.901,0.370408163,,,,,,,,,,,,,,,,,
64117,6.425,3.771,15.917,16.34,0.384795918,,,,,,,,,,,,,,,,,
64118,6.45,4.294,16.666,15.753,0.438163265,,,,,,,,,,,,,,,,,
64119,6.475,5.863,14.937,17.189,0.598265306,,,,,,,,,,,,,,,,,
64120,6.5,7.279,15.09,17.675,0.742755102,,,,,,,,,,,,,,,,,
64121,6.525,7.051,13.577,17.67,0.719489796,,,,,,,,,,,,,,,,,
64122,6.55,11.384,15.67,15.91,1.161632653,,,,,,,,,,,,,,,,,
64123,6.575,11.982,15.322,17.564,1.222653061,,,,,,,,,,,,,,,,,
64124,6.6,12.438,16.356,16.598,1.269183673,,,,,,,,,,,,,,,,,
64125,6.625,13.596,17.349,17.239,1.387346939,,,,,,,,,,,,,,,,,
64126,6.65,10.945,15.054,17.667,1.116836735,,,,,,,,,,,,,,,,,
64127,6.675,14.752,18.123,17.183,1.505306122,,,,,,,,,,,,,,,,,
64128,6.7,15.064,16.561,19.265,1.537142857,,,,,,,,,,,,,,,,,
64129,6.725,13.631,16.521,17.278,1.390918367,,,,,,,,,,,,,,,,,
64130,6.75,16.456,16.712,17.634,1.679183673,,,,,,,,,,,,,,,,,
64131,6.775,18.497,17.222,18.66,1.88744898,,,,,,,,,,,,,,,,,
64132,6.8,17.117,15.885,18.171,1.746632653,,,,,,,,,,,,,,,,,
64133,6.825,18.837,16.655,17.866,1.922142857,,,,,,,,,,,,,,,,,
64134,6.85,20.608,17.456,19.084,2.102857143,,,,,,,,,,,,,,,,,
64135,6.875,22.742,17.169,19.156,2.320612245,,,,,,,,,,,,,,,,,
64136,6.9,20.994,16.851,18.526,2.142244898,,,,,,,,,,,,,,,,,
64137,6.925,21.249,17.276,18.963,2.168265306,,,,,,,,,,,,,,,,,
64138,6.95,22.946,18.473,18.737,2.341428571,,,,,,,,,,,,,,,,,
64139,6.975,24.951,22.149,19.009,2.546020408,,,,,,,,,,,,,,,,,
64140,7,24.611,19.054,18.876,2.511326531,,,,,,,,,,,,,,,,,
64141,7.025,-156.065,28.09,8.963,-15.925,,,,,,,,,,,,,,,,,
64142,7.05,43.589,28.925,38.757,4.447857143,,,,,,,,,,,,,,,,,
64143,7.075,58.928,56.28,31.388,6.013061224,,,,,,,,,,,,,,,,,
64144,7.1,71.774,103.126,26.336,7.323877551,,,,,,,,,,,,,,,,,
64145,7.125,90.527,148.143,-31.034,9.23744898,,,,,,,,,,,,,,,,,
64146,7.15,55.724,155.749,-152.567,5.686122449,,,,,,,,,,,,,,,,,
64147,7.175,45.674,155.771,-153.248,4.660612245,,,,,,,,,,,,,,,,,
64148,7.2,35.035,155.796,-153.248,3.575,,,,,,,,,,,,,,,,,
64149,7.225,10.313,155.855,-153.248,1.052346939,,,,,,,,,,,,,,,,,
64150,7.25,15.512,155.843,-153.248,1.582857143,,,,,,,,,,,,,,,,,
64151,7.275,-2.56,155.886,-153.247,-0.26122449,,,,,,,,,,,,,,,,,
64152,7.301,8.563,155.859,-153.247,0.87377551,,,,,,,,,,,,,,,,,
64153,7.325,7.863,156.004,-104.567,0.802346939,,,,,,,,,,,,,,,,,
64154,7.35,3.018,156.154,-57.261,0.307959184,,,,,,,,,,,,,,,,,
64155,7.375,63.31,156.008,-57.697,6.460204082,,,,,,,,,,,,,,,,,
64156,7.4,12.853,156.286,-4.016,1.311530612,,,,,,,,,,,,,,,,,
64157,7.425,110.702,128.113,4.269,11.29612245,,,,,,,,,,,,,,,,,
64158,7.45,12.856,14.926,-34.77,1.311836735,,,,,,,,,,,,,,,,,
64159,7.475,22.047,17.261,-36.57,2.249693878,,,,,,,,,,,,,,,,,
64160,7.5,21.459,-0.515,-5.295,2.189693878,,,,,,,,,,,,,,,,,
64161,7.525,17.938,-9.468,14.041,1.830408163,,,,,,,,,,,,,,,,,
64162,7.55,19.335,-19.08,40.028,1.972959184,,,,,,,,,,,,,,,,,
64163,7.575,19.705,-12.559,67.516,2.010714286,,,,,,,,,,,,,,,,,
64164,7.6,18.042,17.79,96.001,1.841020408,,,,,,,,,,,,,,,,,
64165,7.625,21.036,74.587,103.399,2.146530612,,,,,,,,,,,,,,,,,
64166,7.65,18.432,139.789,62.022,1.880816327,,,,,,,,,,,,,,,,,
64167,7.675,16.233,154.921,37.151,1.656428571,,,,,,,,,,,,,,,,,
64168,7.7,6.207,156.349,51.852,0.633367347,,,,,,,,,,,,,,,,,
64169,7.725,7.864,151.308,-16.661,0.80244898,,,,,,,,,,,,,,,,,
64170,7.751,10.209,118.094,-72.854,1.041734694,,,,,,,,,,,,,,,,,
64171,7.775,12.851,70.052,-87.738,1.311326531,,,,,,,,,,,,,,,,,
64172,7.8,11.07,45.631,-75.586,1.129591837,,,,,,,,,,,,,,,,,
64173,7.825,12.954,25.368,-71.173,1.321836735,,,,,,,,,,,,,,,,,
64174,7.85,13.024,23.149,-63.279,1.328979592,,,,,,,,,,,,,,,,,
64175,7.875,14.853,29.929,-56.631,1.515612245,,,,,,,,,,,,,,,,,
64176,7.9,13.162,44.187,-46.752,1.343061224,,,,,,,,,,,,,,,,,
64177,7.925,11.758,65.382,-26.036,1.199795918,,,,,,,,,,,,,,,,,
64178,7.95,12.126,88.626,-0.743,1.237346939,,,,,,,,,,,,,,,,,
64179,7.975,9.897,109.772,17.705,1.009897959,,,,,,,,,,,,,,,,,
64180,8,9.973,133.415,24.108,1.017653061,,,,,,,,,,,,,,,,,
64181,8.025,7.782,143.725,-2.437,0.794081633,,,,,,,,,,,,,,,,,
64182,8.05,11.062,149.067,-11.125,1.12877551,,,,,,,,,,,,,,,,,
64183,8.075,7.892,147.751,-20.963,0.805306122,,,,,,,,,,,,,,,,,
64184,8.1,7.945,136.941,-22.026,0.810714286,,,,,,,,,,,,,,,,,
64185,8.125,10.834,137.971,-11.561,1.105510204,,,,,,,,,,,,,,,,,
64186,8.15,7.84,145.193,-3.352,0.8,,,,,,,,,,,,,,,,,
64187,8.175,18.3,126.746,-14.916,1.867346939,,,,,,,,,,,,,,,,,
64188,8.2,19.843,126.84,-0.7,2.024795918,,,,,,,,,,,,,,,,,
64189,8.225,11.854,109.924,-17.069,1.209591837,,,,,,,,,,,,,,,,,
64190,8.25,10.414,106.849,-1.74,1.062653061,,,,,,,,,,,,,,,,,
64191,8.275,12.412,89.385,-38.619,1.266530612,,,,,,,,,,,,,,,,,
64192,8.3,11.04,73.471,-64.414,1.126530612,,,,,,,,,,,,,,,,,
64193,8.325,9.716,83.727,-55.429,0.991428571,,,,,,,,,,,,,,,,,
64194,8.35,13.467,50.857,-80.922,1.374183673,,,,,,,,,,,,,,,,,
64195,8.375,12.508,63.142,-53.563,1.276326531,,,,,,,,,,,,,,,,,
64196,8.4,7.919,62.388,-37.537,0.808061224,,,,,,,,,,,,,,,,,
64197,8.425,10.865,61.028,-19.366,1.108673469,,,,,,,,,,,,,,,,,
64198,8.45,10.639,69.652,-6.736,1.085612245,,,,,,,,,,,,,,,,,
64199,8.475,11.775,68.477,4.359,1.201530612,,,,,,,,,,,,,,,,,
64200,8.5,12.838,64.592,20.33,1.31,,,,,,,,,,,,,,,,,
64201,8.525,13.192,59.192,24.39,1.346122449,,,,,,,,,,,,,,,,,
64202,8.55,12.031,57.193,24.07,1.227653061,,,,,,,,,,,,,,,,,
64203,8.575,10.733,55.395,26.383,1.095204082,,,,,,,,,,,,,,,,,
64204,8.6,9.28,52.993,23.973,0.946938776,,,,,,,,,,,,,,,,,
64205,8.625,7.075,45.613,34.686,0.721938776,,,,,,,,,,,,,,,,,
64206,8.65,7.934,43.444,28.359,0.809591837,,,,,,,,,,,,,,,,,
64207,8.675,4.698,47.778,25.378,0.479387755,,,,,,,,,,,,,,,,,
64208,8.7,5.637,46.656,37.785,0.575204082,,,,,,,,,,,,,,,,,
64209,8.726,5.208,50.682,10.009,0.531428571,,,,,,,,,,,,,,,,,
64210,8.75,1.937,47.003,19.716,0.197653061,,,,,,,,,,,,,,,,,
64211,8.775,2.869,45.918,6.521,0.292755102,,,,,,,,,,,,,,,,,
64212,8.8,6.035,42.53,-2.461,0.615816327,,,,,,,,,,,,,,,,,
64213,8.825,1.861,45.351,5.073,0.189897959,,,,,,,,,,,,,,,,,
64214,8.85,5.241,34.415,-10.192,0.534795918,,,,,,,,,,,,,,,,,
64215,8.875,7.184,31.226,-25.511,0.733061224,,,,,,,,,,,,,,,,,
64216,8.9,5.101,31.066,-22.538,0.520510204,,,,,,,,,,,,,,,,,
64217,8.925,6.266,14.392,-37.225,0.639387755,,,,,,,,,,,,,,,,,
64218,8.95,4.887,20.46,-30.751,0.498673469,,,,,,,,,,,,,,,,,
64219,8.975,3.505,19.627,-26.475,0.357653061,,,,,,,,,,,,,,,,,
64220,9,3.216,14.068,-31.091,0.328163265,,,,,,,,,,,,,,,,,
64221,9.025,3.715,17.778,-30.219,0.379081633,,,,,,,,,,,,,,,,,
64222,9.05,2.815,21.149,-30.136,0.287244898,,,,,,,,,,,,,,,,,
64223,9.075,-0.542,28.342,-19.929,-0.055306122,,,,,,,,,,,,,,,,,
64224,9.1,-1.101,31.835,-12.721,-0.112346939,,,,,,,,,,,,,,,,,
64225,9.125,-2.863,23.653,-12.126,-0.292142857,,,,,,,,,,,,,,,,,
64226,9.15,4.179,28.595,-15.682,0.426428571,,,,,,,,,,,,,,,,,
64227,9.175,-0.817,24.032,-3.34,-0.083367347,,,,,,,,,,,,,,,,,
64228,9.2,0.723,23.883,0.127,0.07377551,,,,,,,,,,,,,,,,,
64229,9.225,4.293,18.759,0.989,0.438061224,,,,,,,,,,,,,,,,,
64230,9.25,3.633,14.612,2.801,0.370714286,,,,,,,,,,,,,,,,,
64231,9.275,4.335,12.6,0.616,0.442346939,,,,,,,,,,,,,,,,,
64232,9.3,4.061,10.84,1.45,0.414387755,,,,,,,,,,,,,,,,,
64233,9.325,4.502,8.122,2.71,0.459387755,,,,,,,,,,,,,,,,,
64234,9.35,4.37,5.828,5.899,0.445918367,,,,,,,,,,,,,,,,,
64235,9.375,4.315,3.715,7.159,0.440306122,,,,,,,,,,,,,,,,,
64236,9.4,4.384,1.984,8.607,0.447346939,,,,,,,,,,,,,,,,,
64237,9.425,4.318,1.379,10.173,0.440612245,,,,,,,,,,,,,,,,,
64238,9.45,3.862,-2.685,11.09,0.394081633,,,,,,,,,,,,,,,,,
64239,9.475,2.976,-4.041,12.572,0.303673469,,,,,,,,,,,,,,,,,
64240,9.5,2.979,-6.635,13.056,0.303979592,,,,,,,,,,,,,,,,,
64241,9.525,2.749,-5.942,14.674,0.280510204,,,,,,,,,,,,,,,,,
64242,9.55,2.507,-8.44,15.6,0.255816327,,,,,,,,,,,,,,,,,
64243,9.575,1.618,-13.711,15.712,0.165102041,,,,,,,,,,,,,,,,,
64244,9.6,0.41,-16.625,15.444,0.041836735,,,,,,,,,,,,,,,,,
64245,9.625,3.795,-11.585,11.968,0.387244898,,,,,,,,,,,,,,,,,
64246,9.65,2.499,-9.763,15.715,0.255,,,,,,,,,,,,,,,,,
64247,9.675,0.115,-9.749,18.394,0.011734694,,,,,,,,,,,,,,,,,
64248,9.7,2.681,-10.892,15.147,0.273571429,,,,,,,,,,,,,,,,,
64249,9.725,1.641,-7.222,22.399,0.16744898,,,,,,,,,,,,,,,,,
64250,9.75,0.463,-8.975,12.083,0.047244898,,,,,,,,,,,,,,,,,
64251,9.775,0.061,-7.521,13.806,0.00622449,,,,,,,,,,,,,,,,,
64252,9.8,3.896,-3.013,7.778,0.39755102,,,,,,,,,,,,,,,,,
64253,9.825,3.381,-1.308,5.388,0.345,,,,,,,,,,,,,,,,,
64254,9.85,2.347,-1.216,6.293,0.239489796,,,,,,,,,,,,,,,,,
64255,9.875,2.57,0.009,5.338,0.262244898,,,,,,,,,,,,,,,,,
64256,9.9,2.775,0.828,4.353,0.283163265,,,,,,,,,,,,,,,,,
64257,9.926,2.353,1.466,3.355,0.240102041,,,,,,,,,,,,,,,,,
64258,9.95,2.445,1.834,2.149,0.249489796,,,,,,,,,,,,,,,,,
64259,9.975,2.297,2.149,1.291,0.234387755,,,,,,,,,,,,,,,,,
64260,10,2.258,2.259,0.561,0.230408163,,,,,,,,,,,,,,,,,
64261,10.025,2.307,2.233,-0.453,0.235408163,,,,,,,,,,,,,,,,,
64262,10.05,2.254,2.091,-1.783,0.23,,,,,,,,,,,,,,,,,
64263,10.075,2.251,2.631,-2.651,0.229693878,,,,,,,,,,,,,,,,,
64264,10.1,2.065,3.033,-3.71,0.210714286,,,,,,,,,,,,,,,,,
64265,10.125,2.015,3.343,-4.745,0.205612245,,,,,,,,,,,,,,,,,
64266,10.15,1.687,1.952,-5.829,0.172142857,,,,,,,,,,,,,,,,,
64267,10.175,1.644,1.084,-6.61,0.167755102,,,,,,,,,,,,,,,,,
64268,10.2,1.168,0.095,-7.28,0.119183673,,,,,,,,,,,,,,,,,
64269,10.225,1.108,-2.997,-7.43,0.113061224,,,,,,,,,,,,,,,,,
64270,10.25,-0.133,-3.098,-8.562,-0.013571429,,,,,,,,,,,,,,,,,
64271,10.275,0.468,-7.633,-9.861,0.047755102,,,,,,,,,,,,,,,,,
64272,10.3,0.192,-5.016,-9.187,0.019591837,,,,,,,,,,,,,,,,,
64273,10.325,-0.049,-6.782,-8.468,-0.005,,,,,,,,,,,,,,,,,
64274,10.35,0.142,-6.79,-8.776,0.014489796,,,,,,,,,,,,,,,,,
64275,10.375,0.251,-7.506,-7.852,0.025612245,,,,,,,,,,,,,,,,,
64276,10.4,0.164,-5.746,-9.241,0.016734694,,,,,,,,,,,,,,,,,
64277,10.425,0.377,-6.235,-8.09,0.038469388,,,,,,,,,,,,,,,,,
64278,10.45,0.357,-5.381,-8.488,0.036428571,,,,,,,,,,,,,,,,,
64279,10.475,0.319,-6.737,-6.961,0.03255102,,,,,,,,,,,,,,,,,
64280,10.5,0.676,-6.186,-6.297,0.068979592,,,,,,,,,,,,,,,,,
64281,10.525,0.471,-4.035,-6.165,0.048061224,,,,,,,,,,,,,,,,,
64282,10.55,0.845,-4.334,-4.899,0.08622449,,,,,,,,,,,,,,,,,
64283,10.575,0.798,-2.773,-4.676,0.081428571,,,,,,,,,,,,,,,,,
64284,10.6,0.931,-0.515,-3.774,0.095,,,,,,,,,,,,,,,,,
64285,10.625,1.212,-0.261,-2.951,0.123673469,,,,,,,,,,,,,,,,,
64286,10.65,1.081,0.332,-2.202,0.110306122,,,,,,,,,,,,,,,,,
64287,10.675,1.193,0.411,-1.863,0.121734694,,,,,,,,,,,,,,,,,
64288,10.7,1.033,0.584,-1.458,0.105408163,,,,,,,,,,,,,,,,,
64289,10.725,1.067,0.774,-0.967,0.108877551,,,,,,,,,,,,,,,,,
64290,10.75,1.097,0.894,-0.796,0.111938776,,,,,,,,,,,,,,,,,
64291,10.775,1.078,0.85,-0.434,0.11,,,,,,,,,,,,,,,,,
64292,10.8,1.151,1.015,0.004,0.11744898,,,,,,,,,,,,,,,,,
64293,10.825,1.108,1.131,0.33,0.113061224,,,,,,,,,,,,,,,,,
64294,10.85,1.157,1.3,0.705,0.118061224,,,,,,,,,,,,,,,,,
64295,10.875,1.112,1.333,1.045,0.113469388,,,,,,,,,,,,,,,,,
64296,10.9,1.194,1.472,1.297,0.121836735,,,,,,,,,,,,,,,,,
64297,10.925,1.238,1.45,1.508,0.126326531,,,,,,,,,,,,,,,,,
64298,10.95,1.094,1.587,1.684,0.111632653,,,,,,,,,,,,,,,,,
64299,10.975,1.02,1.712,2.026,0.104081633,,,,,,,,,,,,,,,,,
64300,11,1.06,1.885,2.327,0.108163265,,,,,,,,,,,,,,,,,
64301,11.025,1.109,2.062,2.548,0.113163265,,,,,,,,,,,,,,,,,
64302,11.05,1.204,1.48,3.19,0.122857143,,,,,,,,,,,,,,,,,
64303,11.075,1.085,1.855,3.202,0.110714286,,,,,,,,,,,,,,,,,
64304,11.1,0.947,0.323,3.985,0.096632653,,,,,,,,,,,,,,,,,
64305,11.125,0.734,2.105,4.503,0.074897959,,,,,,,,,,,,,,,,,
64306,11.15,0.894,1.082,5.164,0.09122449,,,,,,,,,,,,,,,,,
64307,11.175,0.78,2.205,5.308,0.079591837,,,,,,,,,,,,,,,,,
64308,11.2,0.639,0.138,6.155,0.065204082,,,,,,,,,,,,,,,,,
64309,11.225,0.804,2.093,5.286,0.082040816,,,,,,,,,,,,,,,,,
64310,11.25,0.608,1.876,5.815,0.062040816,,,,,,,,,,,,,,,,,
64311,11.275,0.608,1.577,7.013,0.062040816,,,,,,,,,,,,,,,,,
64312,11.3,0.748,2.029,6.011,0.076326531,,,,,,,,,,,,,,,,,
64313,11.325,0.532,1.856,6.311,0.054285714,,,,,,,,,,,,,,,,,
64314,11.35,0.434,1.298,6.408,0.044285714,,,,,,,,,,,,,,,,,
64315,11.375,0.678,1.355,5.964,0.069183673,,,,,,,,,,,,,,,,,
64316,11.4,0.484,0.795,6.184,0.049387755,,,,,,,,,,,,,,,,,
64317,11.425,0.941,-0.086,5.277,0.096020408,,,,,,,,,,,,,,,,,
64318,11.45,0.668,0.014,5.057,0.068163265,,,,,,,,,,,,,,,,,
64319,11.475,0.864,0.345,4.578,0.088163265,,,,,,,,,,,,,,,,,
64320,11.5,1.08,-0.124,4.06,0.110204082,,,,,,,,,,,,,,,,,
64321,11.525,0.893,-0.186,3.723,0.091122449,,,,,,,,,,,,,,,,,
64322,11.55,1.145,-0.316,3.523,0.116836735,,,,,,,,,,,,,,,,,
64323,11.575,0.883,-0.348,3.461,0.090102041,,,,,,,,,,,,,,,,,
64324,11.6,0.942,-0.409,2.861,0.096122449,,,,,,,,,,,,,,,,,
64325,11.625,1.034,-0.648,2.375,0.105510204,,,,,,,,,,,,,,,,,
64326,11.65,0.903,-0.516,2.581,0.092142857,,,,,,,,,,,,,,,,,
64327,11.675,0.957,-0.716,2.143,0.097653061,,,,,,,,,,,,,,,,,
64328,11.7,0.807,-0.5,2.335,0.082346939,,,,,,,,,,,,,,,,,
64329,11.725,0.812,-0.752,2.073,0.082857143,,,,,,,,,,,,,,,,,
64330,11.75,0.705,-0.705,1.967,0.071938776,,,,,,,,,,,,,,,,,
64331,11.775,0.832,-0.89,2.022,0.084897959,,,,,,,,,,,,,,,,,
64332,11.8,0.781,-0.913,1.732,0.079693878,,,,,,,,,,,,,,,,,
64333,11.825,0.74,-1.08,2.034,0.075510204,,,,,,,,,,,,,,,,,
64334,11.85,0.798,-0.869,1.731,0.081428571,,,,,,,,,,,,,,,,,
64335,11.875,0.583,-1.295,1.647,0.059489796,,,,,,,,,,,,,,,,,
64336,11.9,0.684,-1.57,1.891,0.069795918,,,,,,,,,,,,,,,,,
64337,11.925,0.764,-1.951,1.69,0.077959184,,,,,,,,,,,,,,,,,
64338,11.95,0.632,-2.003,1.326,0.064489796,,,,,,,,,,,,,,,,,
64339,11.975,0.737,-2.039,1.342,0.075204082,,,,,,,,,,,,,,,,,
64340,12,0.657,-2.214,1.587,0.067040816,,,,,,,,,,,,,,,,,
64341,12.025,0.516,-2.328,1.568,0.052653061,,,,,,,,,,,,,,,,,
64342,12.05,0.351,-2.382,1.217,0.035816327,,,,,,,,,,,,,,,,,
64343,12.075,0.429,-2.239,2.127,0.04377551,,,,,,,,,,,,,,,,,
64344,12.1,0.377,-2.496,1.23,0.038469388,,,,,,,,,,,,,,,,,
64345,12.125,0.501,-2.321,1.73,0.051122449,,,,,,,,,,,,,,,,,
64346,12.15,0.185,-2.685,1.243,0.018877551,,,,,,,,,,,,,,,,,
64347,12.175,0.3,-2.593,1.407,0.030612245,,,,,,,,,,,,,,,,,
64348,12.201,0.209,-2.532,1.458,0.021326531,,,,,,,,,,,,,,,,,
64349,12.225,0.288,-2.436,1.359,0.029387755,,,,,,,,,,,,,,,,,
64350,12.25,0.186,-2.728,1.583,0.018979592,,,,,,,,,,,,,,,,,
